filename,city,state,Geography,District #,office,year,Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over,Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher,Estimate!!EMPLOYMENT STATUS!!Civilian labor force,Percent!!EMPLOYMENT STATUS!!Civilian labor force!!Unemployment Rate,Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Armed Forces,Estimate!!FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months,Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race),Estimate!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!White alone,Estimate!!INCOME AND BENEFITS!!Total households!!Mean household income (dollars),Estimate!!INCOME AND BENEFITS!!Total households!!Median household income (dollars),Estimate!!INDUSTRY!!Civilian employed population 16 years and over,"Estimate!!INDUSTRY!!Civilian employed population 16 years and over!!Agriculture, forestry, fishing and hunting, and mining",Estimate!!Race alone or in combination with one or more other races!!Total population!!American Indian and Alaska Native,Estimate!!Race alone or in combination with one or more other races!!Total population!!Asian,Estimate!!Race alone or in combination with one or more other races!!Total population!!Black or African American,Estimate!!Race alone or in combination with one or more other races!!Total population!!Native Hawaiian and Other Pacific Islander,Estimate!!RACE!!Total population,Estimate!!U.S. CITIZENSHIP STATUS!!Foreign-born population,Estimate!!U.S. CITIZENSHIP STATUS!!Foreign-born population!!Not a U.S. citizen,Estimate!!HISPANIC OR LATINO AND RACE!!Total population,Estimate!!SEX AND AGE!!Total population,Estimate!!HOUSEHOLDS BY TYPE!!Total households
SanLeandro_11062018_CountyCouncilDistrict5.csv,San Leandro,CA,city council,5,County board of supervisors,2018,10171.079203765517,4367.968197716037,8079.693431146535,5.445113004888693,7.034583331977122,164.50573639783403,3863.0477022710293,4010.9516071978715,123897.48368563446,104033.37246720494,7641.104404,11.162462086283197,491.2536457172138,3317.8238099101695,2700.0689832258145,363.8864306899741,13980.70863407042,3963.6624680483405,1520.5832489375882,13980.70863407042,13980.70863407042,5315.441892846185
Alaska_11082022_HouseDistrict5.csv,,AK,lower state legislative,5,State house,2022,14920.467099939546,4509.802976150837,10717.551279909252,6.2791154049038775,1063.1823505715902,314.1296938,1643.271747072415,12186.674091125551,102484.32494019464,87963.28411683539,10046.263724032899,834.7234402,3219.054531802994,3915.9788809180423,468.81078261092796,440.3849324985566,21753.112909159878,3256.958738828959,1662.3697258036113,21753.112909159878,21753.112909159878,7690.392678186274
Minneapolis_11022021_ParkBoardDistrict5.csv,Minneapolis,MN,park district,5,Park board,2021,48410.97691053666,27817.940917785985,40557.39421070558,5.004626268140009,23.244162056090772,921.6918941909837,6207.734636,47902.58236308645,123991.50333619221,101954.07630207433,38524.79744545869,107.79411968201174,1251.3350223425966,2259.4042593079625,8312.001644,35.09938408891085,65933.09353,6092.829914399698,2700.114068084312,65933.09353,65933.09353,28119.196136355036
Minneapolis_11062009_PRBoardDistrict5.csv,Minneapolis,MN,park district,5,Park board,2009,42671.99722326117,19711.974539767194,36609.60572927082,7.527098704791602,30.19584728,1062.726312635017,5852.443421679281,42589.66130770514,74458.01089698402,61482.433059194016,33856.085461478564,164.0402353823251,2253.3710744813943,1819.9950276998136,7602.2019156026245,91.68331341280461,59403.32616407623,5684.992526,3558.663452443297,59403.32616407623,59403.32616407623,25507.60619206618
Minneapolis_11072017_PRBoardDistrict5.csv,Minneapolis,MN,park district,5,Park board,2017,45460.06910972192,24833.748510530673,37962.72196317807,3.5245822504553006,32.99999999999999,1058.1537247085175,5639.922983179962,45079.31809178979,97825.04134933541,82372.02410249562,36627.620760974954,75.99184353377747,1696.6178157176287,2456.1888410993997,8684.564913564163,33.03424298484096,62900.87702275739,6260.394953942543,3109.744740598986,62900.87702275739,62900.87702275739,25908.81629981276
Oakland_11032020_SchoolDirectorDist5OaklandRCV.csv,Oakland,CA,school board district,5,School superintendant,2020,39969.46119614622,12169.43127480157,29669.88644195217,6.302548046368363,68.04836145259638,497.07235860956666,24601.28608078647,9860.104430621443,103436.80453743628,71190.97199284767,27801.060886223193,121.57768974508681,2351.768958671426,12340.707222727635,9687.152138517771,599.7749076005138,56926.29736267818,20525.374929443842,11286.765512279137,56926.29736267818,56926.29736267818,18628.78618830187
Oakland_11062012_SchoolDirectorDistrict5.csv,Oakland,CA,school board district,5,School superintendant,2012,35316.4941,8560.349395992016,27005.80696958541,13.617152142494755,31.45756238050252,915.6433577449736,23635.26958443015,7383.367541992835,61635.89686913598,45335.48497443664,23331.97436545769,95.13969693690473,1171.8049434429422,12463.536360578411,9856.890755705408,472.2211252010936,53337.096950924555,21346.581524920202,13471.649493763067,53337.096950924555,53337.096950924555,16891.75488615264
Oakland_11082016_SchoolDirectorDistrict5.csv,Oakland,CA,school board district,5,School superintendant,2016,37156.907120235664,10009.022361102914,29169.616185639825,8.076572790031172,0.7203464785317665,815.4519614392476,23750.497693794874,8979.356314,77490.67638280324,53893.42279174022,26810.85213273851,279.32575736860986,1662.9330652723054,11862.683516891633,10397.597116945286,694.8582942,54871.47634,21703.834181922524,13011.46298482342,54871.47634,54871.47634,17492.084156740628
Minneapolis_11072023_CityCouncilWard5.csv,Minneapolis,MN,city council,5,City council,2023,21022.211437598617,5981.535981715494,17440.28050058918,7.799890591640598,7.000000212499922,542.5824880742648,3545.767266,9097.331847941778,83081.84805958073,54220.391106679126,16078.658616632545,93.99999575612759,1506.332861,3483.750949303949,19536.751975219762,81.92114929938688,35903.8824,7003.150195,2921.490047641168,35903.8824,35903.8824,12465.484280508177
Berkeley_11032020_MemberCityCouncilDist6BerkeleyRCV.csv,Berkeley,CA,city council,6,City council,2020,10525.500186532787,8645.314141914483,7999.009804600458,4.5523573973333615,8.979048293401384,68.93601335561107,1157.1284091594275,9917.561849107611,207809.14710481904,142066.9262588569,7633.534717734259,47.688337988315254,343.2682855064832,3588.793109377697,564.2446529602564,63.141937363497775,15289.122526025743,3513.756698143841,1718.1364681084237,15289.122526025743,15289.122526025743,5738.645929711099
Berkeley_11062012_CityCouncilDistrict6.csv,Berkeley,CA,city council,6,City council,2012,9388.755186089758,7798.732512486995,7032.378622587697,5.934147633545416,0.6412927601211682,87.35440658957307,797.7074832906592,9550.439264343888,158322.86340963945,103351.16486683003,6614.752363626876,26.699254548956635,156.44050201518385,2415.860795081845,491.5063335646563,18.17557670041528,13259.372366831432,2411.0703509626755,1137.2337117872676,13259.372366831432,13259.372366831432,5437.166471556184
Berkeley_11082016_CityCouncilDistrict6.csv,Berkeley,CA,city council,6,City council,2016,9864.989829448768,8372.059786070096,7615.880829871795,4.885584833373416,0,71.62416681774232,1035.4386978998195,9587.777560566486,179912.27750634076,122945.01731305086,7243.407903,5.966441246742075,118.8353083006121,3317.0685086379895,686.1059545790264,60.99745628906435,14537.737112122713,3431.020272631416,1996.1662859182024,14537.737112122713,14537.737112122713,5536.581439
Minneapolis_08112020_Ward6CityCouncilSpecialElection.csv,Minneapolis,MN,city council,6,City council,2020,20191.160287630602,5858.833839396308,15645.555382722541,10.59373048933997,42.99999844059999,600.9678948914504,3444.939110478262,10216.90642251212,57365.92773515986,36467.952934982946,13987.667349383153,0.2311543784122002,1644.9315838063476,1027.420250908044,16115.355575031963,17.59331028357965,31627.031811558365,10226.355815043413,3646.972444119108,31627.031811558365,31627.031811558365,14136.455289883217
Minneapolis_11022021_CityCouncilWard6.csv,Minneapolis,MN,city council,6,City council,2021,20191.160287630606,5858.833839396309,15645.555382722543,10.593730489339967,42.99999844059999,600.9678948914504,3444.9391104782617,10216.906422512118,57365.92773515984,36467.95293498292,13987.66734938315,0.23115437841220018,1644.9315838063476,1027.4202509080442,16115.355575031963,17.59331028357965,31627.031811558358,10226.355815043411,3646.972444119109,31627.031811558358,31627.031811558358,14136.455289883219
Minneapolis_11062009_Ward6CityCouncil.csv,Minneapolis,MN,city council,6,City council,2009,19047.700801955325,6739.433170882014,17785.99429417914,9.197836397052194,0,576.2177201,4943.557172339803,13265.46068938586,36743.48817468396,29201.99401452417,16979.973136753884,1459.2191694164433,1144.4430770991926,925.0456203715703,9699.577933,0.1794642373250585,29541.247659577806,7242.1436777494155,4918.948032080438,29541.247659577806,29541.247659577806,14643.483682790715
Minneapolis_11072017_Ward6CityCouncil.csv,Minneapolis,MN,city council,6,City council,2017,18806.10631348459,5801.2606305405025,15719.34439520151,8.606885334439033,0,424.5914133391973,3261.7417586712327,10582.643821857047,47220.41267340339,26701.418472413443,14367.30468939961,63.43648573127958,1412.9284063798086,1510.5517965723432,13659.94119471546,64.65381650599561,29700.684737293675,9565.984036715083,4830.1575668023315,29700.684737293675,29700.684737293675,13536.03376312096
NewYorkCity_06222021_DEMCouncilMember6thCouncilDistrict.csv,New York ,NY,city council,6,City council,2021,106250.68798804232,84270.98286638118,76732.75105997517,5.1529346867103785,0.020160476907543873,2616.146778650736,17264.501236403048,90194.69964,253788.09362079194,142712.7544032892,72772.83542000728,310.6165836878354,940.3886437273084,15330.889444365337,9910.434366495265,57.62926007,132645.87135978515,30371.254646861016,14858.12384847095,132645.87135978515,132645.87135978515,66574.51327922917
Oakland_11022010_CityCouncilDistrict6.csv,Oakland,CA,city council,6,City council,2010,34285.08094324085,8654.519948241406,26426.24903962323,14.270197110399682,1.1456030176245897,741.0535613492765,19174.615264424196,6991.626912833956,64792.7963,45948.030360217424,22652.517438927705,43.19897049695166,1501.5852703490102,4962.114796965812,24345.524784779966,681.1308405923868,55439.527121611434,13883.101132563397,9564.639828070212,55439.527121611434,55439.527121611434,18713.040515204924
Oakland_11042014_CityCouncilDistrict6.csv,Oakland,CA,city council,6,City council,2014,38222.51283474536,9751.170385,29588.291845492648,11.848344581118322,10.002492704413598,1015.0021987289301,23553.284127047602,8184.675108681575,70849.92443272893,50104.847367237664,26081.248717484475,264.25622427130907,1661.4994945758767,5440.526601,23988.737611623073,943.3929851777235,60138.72759687435,14893.740877572953,9972.683043145946,60138.72759687435,60138.72759687435,19765.825204322235
Oakland_11062018_CityCouncilDistrict6.csv,Oakland,CA,city council,6,City council,2018,41462.499036891335,13358.130019123231,31140.84746011285,7.824623623514605,18.55738658242365,842.9638673163983,22387.21053092384,9100.236721399115,96178.23847474296,66709.26545441421,28706.070262554844,123.43572264906666,1492.1878069117793,6730.2337856551285,24140.042457860513,605.6257189580477,61693.70042456385,14912.888247056244,8782.654747681985,61693.70042456385,61693.70042456385,20509.579220863627
Oakland_11082022_CityCouncilmemberDistrict6.csv,Oakland,CA,city council,6,City council,2022,43120.134860546306,15194.151440418278,32087.399206069298,6.578009481513002,5.750306607652928,985.8492704000325,23041.699991206075,9981.338222475406,115029.6834,78413.63079283923,29977.321873022418,102.82206982081114,1878.6300749239974,7735.715284898555,22890.208640203306,725.2127629481984,63003.01637,16608.114366952723,9803.813479,63003.01637,63003.01637,21680.159958002976
SanFrancisco_11022010_BoardofSupervisorsDistrict6.csv,San Francisco,CA,city council,6,City council,2010,63487.58622307908,28244.804923704844,44775.76434742206,8.392749049418672,20.66868855857778,565.5893608459902,13994.852229032585,29740.785191160758,77010.36222355558,37571.66083973242,41017.31214782512,87.93511127,1424.5785883965134,25729.502799871207,7402.934765322187,356.7220422806979,77507.25276229627,32044.04734031462,16113.448308023517,77507.25276229627,77507.25276229627,41714.26900504539
SanFrancisco_11062018_BoardofSupervisorsDistrict6.csv,San Francisco,CA,city council,6,City council,2018,62159.04637791749,33376.00601585007,46538.284850448515,4.555185577614386,44.64318367666735,852.2631595254983,13405.761088698266,24828.701522615986,131237.39941537761,69059.85794195218,44417.82390119871,0.3598293181102629,1640.6456866228846,29587.533287139246,6206.613583943992,672.2075225536878,74622.0214,34891.20766187916,13580.31382996456,74622.0214,74622.0214,39799.93423355422
SanFrancisco_11072006_BoardofSupervisorsDistrict6.csv,San Francisco,CA,city council,6,City council,2006,58766.33420522418,,40104.410183132044,,7.000337960954963,620.2421648711572,14720.940152917647,27708.60484,66710.182,35325.54734487103,37226.33465,59.93222806639869,1360.9313337422539,19711.78771,7900.0416206682685,563.1458362710813,70889.23563674113,28422.43406,14303.67866431667,70889.23563674113,70889.23563674113,36453.17899980378
SanFrancisco_11082022_BoardofSupervisorsD6.csv,San Francisco,CA,city council,6,City council,2022,50115.25438486602,33454.67672281353,42447.097478037314,5.2505868355499326,13.943203821749684,394.9215828522054,8063.1287155979735,20748.28222269592,213773.65464588025,131629.9490193739,40218.777015911044,46.20738941314741,712.1180048416061,25892.367355119044,4234.144482448763,613.4928893,60154.86950010895,23895.398412526967,12228.245855419289,60154.86950010895,60154.86950010895,30943.202243492236
TakomaPark_11082022_CityCouncilWard6.csv,Takoma Park,MD,city council,6,City council,2022,2049.5688249906025,1141.6914358848583,1781.5535410934954,2.879730335534847,0.001777942,110.62872619069014,594.4966171680745,1006.6652749757178,145283.50624656983,100331.69062812453,1729.7110840714486,2.037163381338302,63.443277184940484,351.37715277108026,1186.4007257196668,0,3157.7138916987733,1209.4192959533398,582.3932444770135,3157.7138916987733,3157.7138916987733,1071.7871451240405
SanLeandro_11062012_CountyCouncilDistrict6.csv,San Leandro,CA,city council,6,County board of supervisors,2012,8308.360326554526,1820.7000941636584,6438.954761798355,13.577190628020439,3.9044864945238626,107.24097793001738,3436.633982053134,2110.5803958956544,74158.20116310354,61218.78651,5565.607209697047,7.110975310257923,284.77791186176023,4787.306728380801,1821.232749,208.44879457380358,12106.63497858592,4869.077728961271,2055.1194234901313,12106.63497858592,12106.63497858592,3873.7059993611274
Alaska_11082022_HouseDistrict6.csv,,AK,lower state legislative,6,State house,2022,16713.547913226743,5258.2433782795015,11032.190100130863,6.905173458781716,90.00131466594509,203.04636303438042,915.9104283531493,19050.396293932874,96928.29419,74376.77345578236,10271.348940175987,823.6294443638061,2503.1560866135487,550.9183797,111.15003867034432,62.18010923438838,23280.063499762422,994.0509700218366,358.75183875263275,23280.063499762422,23280.063499762422,9502.337481580123
Minneapolis_11022021_ParkBoardDistrict6.csv,Minneapolis,MN,park district,6,Park board,2021,46772.281651143516,32885.22680174088,40422.41702121261,3.6584255935095435,49.69371844206295,832.9365596924894,4205.290699609846,52221.332454771014,154138.69036202217,110698.69261813299,38944.94606608319,211.29837868144543,803.0972353,2384.097459870129,5967.7225068737625,191.39397814585809,65724.70529666307,5050.746158,2120.481717971676,65724.70529666307,65724.70529666307,28592.421138550013
Minneapolis_11052013_PRBoardDistrict6.csv,Minneapolis,MN,park district,6,Park board,2013,45534.95265097399,29000.208662573674,40509.16195219151,4.914640260551689,7.9995721015107595,736.5436962495332,3582.9990839553634,50732.97614909607,106183.6522669652,76743.64895742842,38520.623459021925,299.04388346069726,1195.8968367281093,2926.665186959807,5039.5757387106105,61.65831340372208,63027.231607950525,5920.857615215054,2764.521875486884,63027.231607950525,63027.231607950525,27668.61277043723
Minneapolis_11062009_PRBoardDistrict6.csv,Minneapolis,MN,park district,6,Park board,2009,45903.272022340585,27901.387859289105,40449.83371917759,5.8832408814148724,0,1106.4139918949722,4633.537768091755,51856.26330615591,95045.27419984624,69296.60449481272,38067.54333909723,50.073675138112954,984.5501650189909,1738.836750329446,4658.509993700691,21.01190344,63685.669257411966,6265.205487926397,3965.675090880714,63685.669257411966,63685.669257411966,28849.66228
Minneapolis_11072017_PRBoardDistrict6.csv,Minneapolis,MN,park district,6,Park board,2017,46653.963759633545,30325.75470692284,41212.67903,3.469165504998701,24.919396019699885,898.7903662068894,4112.207789,51414.42766492561,126013.8269005394,90221.19788433478,39783.679870009124,156.9500386329798,692.6092348,3199.649406758341,6010.879924226032,250.0174062615269,65042.09601872924,6404.351309938597,2875.4404349491847,65042.09601872924,65042.09601872924,27976.232707512263
Oakland_11042014_SchoolDirectorDistrict6.csv,Oakland,CA,school board district,6,School superintendant,2014,38222.51283474536,9751.170385,29588.291845492648,11.848344581118322,10.002492704413598,1015.0021987289301,23553.284127047602,8184.675108681575,70849.92443272893,50104.847367237664,26081.248717484475,264.25622427130907,1661.4994945758767,5440.526601,23988.737611623073,943.3929851777235,60138.72759687435,14893.740877572953,9972.683043145946,60138.72759687435,60138.72759687435,19765.825204322235
Oakland_11062018_SchoolDirectorDistrict6.csv,Oakland,CA,school board district,6,School superintendant,2018,41462.499036891335,13358.130019123231,31140.84746011285,7.824623623514605,18.55738658242365,842.9638673163983,22387.21053092384,9100.236721399115,96178.23847474296,66709.26545441421,28706.070262554844,123.43572264906666,1492.1878069117793,6730.2337856551285,24140.042457860513,605.6257189580477,61693.70042456385,14912.888247056244,8782.654747681985,61693.70042456385,61693.70042456385,20509.579220863627
Oakland_11082022_Schoolboarddistrict6.csv,Oakland,CA,school board district,6,School superintendant,2022,43120.134860546306,15194.151440418278,32087.399206069298,6.578009481513002,5.750306607652928,985.8492704000325,23041.699991206075,9981.338222475406,115029.6834,78413.63079283923,29977.321873022418,102.82206982081114,1878.6300749239974,7735.715284898555,22890.208640203306,725.2127629481984,63003.01637,16608.114366952723,9803.813479,63003.01637,63003.01637,21680.159958002976
Minneapolis_11072023_CityCouncilWard6.csv,Minneapolis,MN,city council,6,City council,2023,20191.160287630602,5858.833839396308,15645.555382722541,10.59373048933997,42.99999844059999,600.9678948914504,3444.939110478262,10216.90642251212,57365.92773515986,36467.952934982946,13987.667349383153,0.2311543784122002,1644.9315838063476,1027.420250908044,16115.355575031963,17.59331028357965,31627.031811558365,10226.355815043413,3646.972444119108,31627.031811558365,31627.031811558365,14136.455289883217
Oakland_11022010_SchoolDirectorDistrict6.csv,Oakland,CA,school board,6,School director,2010,34285.08094324085,8654.519948241406,26426.24903962323,14.270197110399682,1.1456030176245897,741.0535613492765,19174.615264424196,6991.626912833956,64792.7963,45948.030360217424,22652.517438927705,43.19897049695166,1501.5852703490102,4962.114796965812,24345.524784779966,681.1308405923868,55439.527121611434,13883.101132563397,9564.639828070212,55439.527121611434,55439.527121611434,18713.040515204924
SanLeandro_11032020_MemberCityCouncilDist6SanLeandroRCV.csv,San Leandro,CA,city council,6,City council,2020,71132.67888,39854.210191589176,55428.40452902948,6.997760772721722,26.50314373033884,726.2923060287546,14611.881040108521,27538.341664509546,165381.6370077543,87645.04400897316,51550.60444407637,100.86752152405148,1682.5461721876927,34199.37003882385,7252.609030687639,751.1729686267246,85400.10649893802,35276.013030764145,18117.93439295064,85400.10649893802,85400.10649893802,44891.23381599318
SanLeandro_11082016_CountyCouncilDistrict6.csv,San Leandro,CA,county district,6,City council,2016,58674.386378657255,30382.924259976655,42825.926997361705,4.588023251,43.956295075036834,712.7932683818542,12370.92670037633,23400.508427141536,118426.53156377458,59679.47302545858,40866.842722268324,22.53387496622348,1033.3944786016289,27239.622967395866,6452.593298240912,667.8168282605291,69675.27027447386,29894.12077165947,15532.78043,69675.27027447386,69675.27027447386,37777.88131025997
Berkeley_11022010_CityCouncilDistrict7.csv,Berkeley,CA,city council,7,City council,2010,5607.175583901522,4213.799636181744,6752.389342276128,11.35773769014137,30.799921826618764,84.96413514126111,2028.4957224484617,7545.338672045551,63503.061521217714,43579.90813,5985.449599589949,39.284521078984135,161.4397363458571,5988.769511257758,595.6773548575376,147.29915306215185,16238.185315996174,3879.110855061997,2520.448595489911,16238.185315996174,16238.185315996174,5133.862901489509
Berkeley_11042014_CityCouncilDistrict7.csv,Berkeley,CA,city council,7,City council,2014,2120.6446556092374,1222.905666458603,4380.581696972096,16.29647647063167,4.302256870922666,21.803275008747637,1562.9527669539975,4042.0660162981544,42016.26156484917,17857.46144046669,3665.0594729497607,16.282706051519035,185.75473513662286,5055.489684543553,537.4828603407703,58.30565647,11191.32588281772,3032.058685478248,2168.6217378571214,11191.32588281772,11191.32588281772,1936.592838
Berkeley_11062018_CityCouncilDistrict7.csv,Berkeley,CA,city council,7,City council,2018,1826.2513318443944,1284.2788434776453,4590.489317968531,10.846738563341663,0,0.012948837295799936,1867.8467872682445,3608.1950924432667,53177.789188270974,29051.372723083023,4091.3057758428213,7.292342959,166.66808208037233,5636.514052,614.4089849306877,160.49717487891348,11653.243442173898,2847.272820947235,2110.9185530013524,11653.243442173898,11653.243442173898,1894.4909068962577
Minneapolis_11022021_CityCouncilWard7.csv,Minneapolis,MN,city council,7,City council,2021,28134.414780564464,19306.231038033053,23015.487738182488,4.0116744476806545,10.999999846270184,231.89697989527204,2134.506980769049,25912.755531925894,134265.26600339296,78286.55573641651,22090.888175562344,129.9606460321417,1043.9945719744994,1974.771499104795,3472.5654702630495,10.08993144274396,34097.99471404367,3660.8275894774306,1489.6515618012572,34097.99471404367,34097.99471404367,19566.968465529342
Minneapolis_11062009_Ward7CityCouncil.csv,Minneapolis,MN,city council,7,City council,2009,25321.96885655241,14412.112125355005,21443.340250384903,8.625257868218203,2.9467873622901397,353.57482152089636,1182.3792579890942,24530.222498191786,78293.81869108777,48567.62221443591,19535.244306806806,7575.853577322039,458.66915199096695,1914.9107034712185,5088.404538182554,5.18356115,32871.47702973458,4237.7575756103215,2230.934741075128,32871.47702973458,32871.47702973458,19393.347638258587
Minneapolis_11072017_Ward7CityCouncil.csv,Minneapolis,MN,city council,7,City council,2017,26753.417677905636,18587.620292330594,22480.168889817814,3.833452702266667,9.157727472923415e-06,325.6942362749076,1412.255376400995,25576.033282749835,120679.15129595909,70178.86802301671,21617.19363,54.63948224381038,490.57958654643824,1921.083246886772,3097.0170765958464,31.9843453,32340.670992694926,3692.721657,1639.4844996557185,32340.670992694926,32340.670992694926,18945.045867037403
NewYorkCity_06222021_DEMCouncilMember7thCouncilDistrict.csv,New York ,NY,city council,7,City council,2021,88464.07940440426,42889.818899511185,67021.48041026949,10.199077147838738,90.87599682186283,1071.9770482871177,52725.24477952599,34172.46593873967,110147.4682090082,62903.07228491584,60186.23829308149,17.734918000682136,3787.9884503588232,12203.819287458282,33191.99694403701,539.428582,123036.79585519139,40819.346255496566,21094.78273157467,123036.79585519139,123036.79585519139,46696.89209363423
Oakland_11032020_MemberCityCouncilDist7OaklandRCV.csv,Oakland,CA,city council,7,City council,2020,43036.984716447114,10380.122757390762,31965.38391356007,6.186672736687295,46.27668804417483,1270.7042410919482,32685.110913072967,5590.0811071346325,100443.60088009902,72414.83273724557,29984.298693146076,226.03023814935585,1648.6195321036091,4935.851057323283,23247.57160242014,614.1361397744914,65866.07339,19481.049788187644,13196.136776947216,65866.07339,65866.07339,19900.236673783766
Oakland_11062012_CityCouncilDistrict7.csv,Oakland,CA,city council,7,City council,2012,35683.203006403004,5876.9658589786195,27238.750629146612,16.249371863278906,27.506602226073834,1032.8891236907468,26286.499536814994,5032.7156437562035,62191.248264505804,44996.32526811849,22813.61494068147,150.22010858567754,1860.0995226114703,4112.814472113078,24050.877058918257,920.4920981975674,59017.58774508248,16356.903590022037,11955.35878729256,59017.58774508248,59017.58774508248,17858.82862854694
Oakland_11082016_CityCouncilDistrict7.csv,Oakland,CA,city council,7,City council,2016,40105.49013130684,7449.125673707558,30064.376573422902,8.016825569893998,38.85518753227774,1116.3903982374038,29989.571774355976,5197.0144149417665,77652.58726584443,54865.879595203856,27655.704861121045,179.03339026679893,1615.270448306074,4308.674652158052,24093.930020816304,964.8479700380898,62594.82685716781,18211.54011296759,12481.261574779648,62594.82685716781,62594.82685716781,19207.391251883182
SanFrancisco_11022004_BoardofSupervisorsDistrict7.csv,San Francisco,CA,city council,7,City council,2004,51848.62845280374,,39076.94313786516,,55.79176000429602,666.4817107869447,6206.137922782568,35259.71289517666,124320.68796915577,95931.27311135274,36990.87389419921,170.14107526857475,700.4954149739909,25782.28580065027,2919.7843637286674,303.83992655604027,70610.99335162355,20776.69433996166,5166.284089909906,70610.99335162355,70610.99335162355,25621.205969886443
SanFrancisco_11032020_BOARDOFSUPERVISORSDISTRICT7.csv,San Francisco,CA,city council,7,City council,2020,58206.06193056733,38263.17432,42596.91466003191,5.558440229601916,0.17589199170151115,547.3255215,9245.673487146369,29151.947041158044,220618.40265609146,150000.6766,40225.523234885004,69.50553838087995,1145.341726737871,33779.07570798496,4019.5336762784514,489.0067819201786,76859.57969755928,24740.60346862982,6492.995705483546,76859.57969755928,76859.57969755928,28638.17135
SanFrancisco_11042008_BoardofSupervisorsDistrict7.csv,San Francisco,CA,city council,7,City council,2008,50665.48997801113,32568.328164322393,38585.91138824555,5.172306572484977,33.88799444177626,757.6578313,6577.874455343706,32872.715151187535,123956.9053061937,106212.8395684578,36099.539220886356,4724.055505125299,744.7454167381583,26636.49182527154,2633.7097782263218,389.7957480056388,69187.38648966636,20598.004637910137,5340.702275495265,69187.38648966636,69187.38648966636,25982.722610404075
SanFrancisco_11062012_BoardofSupervisorsDistrict7.csv,San Francisco,CA,city council,7,City council,2012,56950.86711671711,34531.99032051758,42607.785409273405,8.234484353176368,55.83024813749309,703.8775558274755,8715.378937653708,34792.91615722373,133472.2141345369,98853.54625598861,39101.13920933062,51.61935327512375,653.5276378,30925.185436936234,3525.565530572906,432.1753214840194,78176.65207216027,24737.089110286237,8222.586933141782,78176.65207216027,78176.65207216027,28538.82200723023
SanFrancisco_11082016_BoardofSupervisorsDistrict7.csv,San Francisco,CA,city council,7,City council,2016,59093.58698326206,37834.95775213264,46562.261799295906,5.803898899130157,7.131458605737838,654.3516674203361,10031.715672286826,34242.28756196197,169967.88152686448,118838.28687569434,43860.11930908669,114.92139563795322,661.0121362,32912.038031145814,4450.271360151731,507.3436704206865,82173.10515668459,25989.703018679127,9037.063421265862,82173.10515668459,82173.10515668459,28973.04628583644
Alaska_11082022_HouseDistrict7.csv,,AK,lower state legislative,7,State house,2022,10351.653406698675,2708.0530787573684,7160.216007872308,7.276100973881398,68.99999999999918,211.8221218184424,961.5164376561714,11470.813657358009,101575.1139756353,79037.63034559363,6641.081862926778,455.8709226651232,2015.8899485103107,581.2993992483175,293.5976811251054,122.83289206863364,15488.861979453224,460.9240603144949,137.41127465154074,15488.861979453224,15488.861979453224,6037.109161
Oakland_11032020_SchoolDirectorDist7OaklandRCV.csv,Oakland,CA,school board district,7,School superintendant,2020,43036.984716447114,10380.122757390762,31965.38391356007,6.186672736687295,46.27668804417483,1270.7042410919482,32685.110913072967,5590.0811071346325,100443.60088009902,72414.83273724557,29984.298693146076,226.03023814935585,1648.6195321036091,4935.851057323283,23247.57160242014,614.1361397744914,65866.07339,19481.049788187644,13196.136776947216,65866.07339,65866.07339,19900.236673783766
Oakland_11062012_SchoolDirectorDistrict7.csv,Oakland,CA,school board district,7,School superintendant,2012,35683.203006403004,5876.9658589786195,27238.750629146612,16.249371863278906,27.506602226073834,1032.8891236907468,26286.499536814994,5032.7156437562035,62191.248264505804,44996.32526811849,22813.61494068147,150.22010858567754,1860.0995226114703,4112.814472113078,24050.877058918257,920.4920981975674,59017.58774508248,16356.903590022037,11955.35878729256,59017.58774508248,59017.58774508248,17858.82862854694
Oakland_11082016_SchoolDirectorDistrict7.csv,Oakland,CA,school board district,7,School superintendant,2016,40105.49013130684,7449.125673707558,30064.376573422902,8.016825569893998,38.85518753227774,1116.3903982374038,29989.571774355976,5197.0144149417665,77652.58726584443,54865.879595203856,27655.704861121045,179.03339026679893,1615.270448306074,4308.674652158052,24093.930020816304,964.8479700380898,62594.82685716781,18211.54011296759,12481.261574779648,62594.82685716781,62594.82685716781,19207.391251883182
Minneapolis_11072023_CityCouncilWard7.csv,Minneapolis,MN,city council,7,City council,2023,28134.414780564464,19306.231038033053,23015.487738182488,4.011674447680654,10.999999846270184,231.89697989527207,2134.5069807690493,25912.755531925894,134265.26600339302,78286.55574,22090.888175562348,129.9606460321417,1043.9945719744992,1974.7714991047944,3472.565470263049,10.089931442743959,34097.994714043685,3660.8275894774306,1489.6515618012572,34097.994714043685,34097.994714043685,19566.968465529342
