OBJECTID,the_geom,GEOID,STATE,COUNTY,TRACT,BASENAME,NAME,MTFCC,LSADC,FUNCSTAT,AREALAND,AREAWATER,CENTLAT,CENTLON,INTPTLAT,INTPTLON,OID
13784,"MULTIPOLYGON (((-121.919181000423 37.475658000227, -121.916111999679 37.4772659997, -121.914266000398 37.478820000022, -121.916845999623 37.482552999823, -121.91534199975 37.483016000242, -121.913336999562 37.482888999936, -121.910467999733 37.473724000031, -121.908779999738 37.470586999956, -121.904802000046 37.467363999698, -121.905406000294 37.466559999728, -121.903916999591 37.464540000017, -121.911332000272 37.462236000222, -121.912652000022 37.460649999654, -121.918295000143 37.470187999651, -121.921083999605 37.474994999666, -121.919181000423 37.475658000227)))",06001443301,06,001,443301,4433.01,Census Tract 4433.01,G5020,CT,S,1577680,0,+37.4707399,-121.9128689,+37.4707325,-121.9129556,20790141323887
34292,"MULTIPOLYGON (((-122.196226000182 37.786591000145, -122.195775000095 37.786828999805, -122.192183000193 37.785265000281, -122.188586000268 37.784445999672, -122.187783999654 37.78435500007, -122.180701000133 37.784070000114, -122.179450999805 37.784019000021, -122.178401000392 37.783822000249, -122.177690000014 37.783588000084, -122.170189999843 37.77931099994, -122.173804000384 37.780424999769, -122.175054999639 37.78020999977, -122.180188999947 37.779744000045, -122.182559000008 37.777411999818, -122.184009000353 37.776484999848, -122.185068999811 37.775652999774, -122.18593300035 37.775838000334, -122.187944000386 37.777822999677, -122.188298000388 37.777873000076, -122.192014999964 37.781062000104, -122.193537000278 37.782575000155, -122.19362900034 37.782553000133, -122.195924000058 37.780923999877, -122.200124000405 37.7845709997, -122.196226000182 37.786591000145)))",06001407800,06,001,407800,4078,Census Tract 4078,G5020,CT,S,1234691,0,+37.7817651,-122.1866739,+37.7817417,-122.1866598,20790141324065
16230,"MULTIPOLYGON (((-122.26621700036 38.105128999799, -122.254846999555 38.105058000009, -122.253206000313 38.105030999812, -122.253214999635 38.104032999876, -122.253314000268 38.103060999722, -122.253253999993 38.102913999773, -122.253336000009 38.099093999682, -122.253382999865 38.097164000264, -122.258188000285 38.097223999922, -122.259366999569 38.097468999664, -122.262981000111 38.097519000116, -122.269101000257 38.104631000306, -122.26621700036 38.105128999799)))",06095250900,06,095,250900,2509,Census Tract 2509,G5020,CT,S,812851,158294,+38.1015256,-122.2597864,+38.1017927,-122.2590380,20790692865282
46774,"MULTIPOLYGON (((-121.833398000231 37.392829000094, -121.832423000263 37.393601000173, -121.831550000402 37.393758000222, -121.830449999862 37.393632000254, -121.829455999627 37.393988999851, -121.827934000211 37.395138000247, -121.827448999789 37.395112999994, -121.82624700004 37.394737000324, -121.825528000164 37.395134999931, -121.826190000138 37.396555999796, -121.825980000076 37.396933000176, -121.820212000282 37.394391000084, -121.818318000422 37.393846999981, -121.815389000319 37.393752000194, -121.811881000082 37.394419000209, -121.812262999674 37.393545999905, -121.814041000081 37.392806000295, -121.814778000398 37.392810999786, -121.815139999898 37.392222000305, -121.816499000006 37.392294999839, -121.816868999902 37.392025999895, -121.817418999723 37.389190000277, -121.814517000282 37.388152000036, -121.814234000425 37.386479999789, -121.816806000153 37.382801000315, -121.815416000083 37.381251000019, -121.816621000205 37.380415000065, -121.812646999813 37.375533999873, -121.809229999814 37.374496999907, -121.806162999618 37.371538999809, -121.805362999552 37.370774000223, -121.804627999783 37.369845000168, -121.804713000172 37.369799000027, -121.806858999928 37.368588000276, -121.807313000387 37.368832000326, -121.807411000297 37.368895999974, -121.807782999842 37.369186000281, -121.808751000138 37.370088000212, -121.809686999748 37.370753999947, -121.810881999825 37.371362000237, -121.814472999901 37.372922000232, -121.815149000119 37.373219999817, -121.816969000359 37.373952000222, -121.818591000233 37.374584000118, -121.821254000197 37.375660999687, -121.821143999694 37.375854999798, -121.823567000357 37.376805999985, -121.825043999567 37.377389000026, -121.825790000105 37.3780549999, -121.826308000139 37.378549000257, -121.82804499964 37.380201999782, -121.826348000322 37.3810719997, -121.83038399974 37.386967999749, -121.830598 37.387284000124, -121.832101999873 37.389741000206, -121.832304000437 37.390047000248, -121.832446999654 37.389990000356, -121.833168000078 37.391038999984, -121.834225000062 37.392588999921, -121.833398000231 37.392829000094)))",06085504201,06,085,504201,5042.01,Census Tract 5042.01,G5020,CT,S,2991761,0,+37.3845231,-121.8210900,+37.3845973,-121.8211359,20790154320529
1757,"MULTIPOLYGON (((-121.86474899973 37.279805000282, -121.86147599967 37.280517999927, -121.8542729996 37.280213000071, -121.849652000201 37.280583999712, -121.845731000412 37.280138000234, -121.844362000258 37.279442000209, -121.841896999762 37.276928000334, -121.845142000233 37.275004999848, -121.849839999624 37.274576000223, -121.852166000203 37.274555000019, -121.860300999685 37.274321000103, -121.862939000433 37.274450000339, -121.863403000041 37.276531000089, -121.86474899973 37.279805000282)))",06085503116,06,085,503116,5031.16,Census Tract 5031.16,G5020,CT,S,1141518,0,+37.2774756,-121.8538479,+37.2774484,-121.8537320,20790154320921
33646,"MULTIPOLYGON (((-122.300491999939 37.495181999959, -122.299833000338 37.495247999913, -122.29858100036 37.495506000149, -122.298100000136 37.495605000343, -122.298306999825 37.495895999742, -122.2983670001 37.496173000227, -122.297219999704 37.495927000231, -122.296751000074 37.494565999943, -122.292010999951 37.491912999855, -122.29067100011 37.490304999834, -122.290445000154 37.490144999729, -122.288353999752 37.48885100023, -122.287854999985 37.486635999883, -122.284714999995 37.484997999673, -122.284012000013 37.482339999848, -122.281468999699 37.484639999771, -122.279969000024 37.484607000104, -122.273545000104 37.487596999896, -122.269651000078 37.488110000147, -122.268941000424 37.48863300017, -122.265471999647 37.49113099978, -122.259427999669 37.485947999917, -122.258508999777 37.485187999975, -122.256938999782 37.483947000135, -122.25681199956 37.483847000064, -122.25559700029 37.482882999921, -122.256844000245 37.481941999689, -122.258354999791 37.480641000328, -122.259483999745 37.479670999896, -122.260811000066 37.478511000015, -122.261953000439 37.477545999987, -122.263054999731 37.475583999749, -122.263457000312 37.475194000332, -122.270902000231 37.474518999986, -122.27626499997 37.474619999941, -122.278203000211 37.474145999775, -122.280311000331 37.474593000093, -122.281282000102 37.474739999858, -122.282990000189 37.474432999846, -122.288383000065 37.470325999772, -122.290996999625 37.469579999842, -122.292402999589 37.468454000187, -122.293000999988 37.46934200025, -122.298454999963 37.47473699988, -122.299203000151 37.47620000017, -122.299689000398 37.478383999893, -122.298721999927 37.484248999754, -122.298582000185 37.487644999819, -122.298887999608 37.489087999669, -122.300204999883 37.491219999975, -122.303554000111 37.493717000048, -122.300491999939 37.495181999959)))",06081609603,06,081,609603,6096.03,Census Tract 6096.03,G5020,CT,S,5981407,0,+37.4815499,-122.2815812,+37.4815140,-122.2815925,20790351432916
10966,"MULTIPOLYGON (((-122.299050999815 37.890263999731, -122.296262000352 37.890403000058, -122.293738000305 37.890554999906, -122.29312800021 37.889812000143, -122.292450000343 37.887704999987, -122.291677000041 37.885274999716, -122.290830999944 37.88331099995, -122.291472000001 37.883197999746, -122.294601999946 37.882746000033, -122.296091999575 37.883065000344, -122.29623100039 37.883180000156, -122.296356000064 37.883329000218, -122.296524000293 37.883417999663, -122.296890999816 37.883498000308, -122.29790900034 37.886678999697, -122.298249000099 37.887758000042, -122.299050999815 37.890263999731)))",06001420500,06,001,420500,4205,Census Tract 4205,G5020,CT,S,416298,0,+37.8866892,-122.2949960,+37.8867059,-122.2950048,20790141323857
18251,"MULTIPOLYGON (((-122.068763999602 38.250597000232, -122.062269000435 38.258318999724, -122.058822000298 38.258103000318, -122.050712000032 38.258202999653, -122.049819000079 38.258217000085, -122.049819000079 38.25451899993, -122.049844000193 38.251470000114, -122.049821999554 38.249255999886, -122.060619000074 38.249289000327, -122.06620399957 38.249277999946, -122.06698100007 38.249342000085, -122.069521999836 38.24978299986, -122.068763999602 38.250597000232)))",06095252401,06,095,252401,2524.01,Census Tract 2524.01,G5020,CT,S,1400883,0,+38.2534078,-122.0580634,+38.2534089,-122.0580588,20790692865209
43983,"MULTIPOLYGON (((-122.032052000015 37.259268000149, -122.029680000304 37.259720000308, -122.023160000124 37.264120000342, -122.019189999931 37.26832999974, -122.016690000173 37.269919999801, -122.014439999763 37.27140999996, -122.010660000438 37.27426000007, -122.009820000189 37.275219999833, -122.009240000231 37.275780000236, -122.007650000144 37.276820000348, -122.005639999933 37.27560000005, -122.003033000045 37.274418999643, -122.000630000372 37.273380000017, -121.993729000426 37.271106999837, -121.993660999755 37.270490999959, -121.990654999659 37.26910600033, -121.990654999659 37.266632000116, -121.991937999599 37.262885000024, -121.991770000268 37.25992200009, -121.992669999893 37.258021000045, -121.993088000368 37.256415999731, -121.992771000176 37.255503999719, -121.992973999667 37.254136999692, -121.992893000375 37.253449000001, -121.993384999571 37.252954000198, -121.995296999873 37.251425999801, -121.995491000041 37.250380999648, -121.995424999919 37.250287999973, -121.995787000317 37.24794399971, -121.995235999773 37.246559999896, -121.996321000245 37.245124999707, -121.997098999671 37.24390899974, -121.99839500003 37.242816000308, -122.002453000087 37.241506000004, -122.007359999716 37.242750000314, -122.013760000245 37.245749999942, -122.020159999876 37.250349999769, -122.021595999977 37.251545000013, -122.027310000243 37.254909999752, -122.032538000262 37.258867999689, -122.032052000015 37.259268000149)))",06085507301,06,085,507301,5073.01,Census Tract 5073.01,G5020,CT,S,8503013,0,+37.2589735,-122.0079353,+37.2589679,-122.0078933,20790154319539
32311,"MULTIPOLYGON (((-122.188269999901 37.837904999995, -122.183758000282 37.840070000229, -122.181285000289 37.839716000091, -122.172600999912 37.845159999874, -122.170446999761 37.844160999951, -122.168070000027 37.843741999831, -122.165485999705 37.844504999901, -122.162573000394 37.845778999987, -122.160211999656 37.845366999923, -122.15816200016 37.846256999805, -122.155332999616 37.844816000142, -122.154232999974 37.846407999749, -122.153509000076 37.84696100008, -122.152571999742 37.848099999845, -122.151092000159 37.846010999906, -122.143524000216 37.841864000175, -122.134093000374 37.836813999842, -122.127503999699 37.834027000261, -122.129835000301 37.831918000307, -122.130099999716 37.831313000223, -122.131533000342 37.827642000353, -122.132265999563 37.825675999736, -122.132217000058 37.8236730003, -122.134927999702 37.821862000211, -122.138528 37.822882000114, -122.139118000004 37.823063000277, -122.139729999749 37.823126999998, -122.140142000376 37.82309499979, -122.142189000397 37.822755999816, -122.142940999885 37.822520999689, -122.143593999638 37.822216999978, -122.143966999906 37.821879999876, -122.146224999815 37.819373999875, -122.146485999931 37.818422000195, -122.145248000197 37.816142999831, -122.143932999571 37.814127000224, -122.142153000412 37.810791999723, -122.140918000153 37.809657000166, -122.140780999886 37.808930000209, -122.139973000322 37.808078999699, -122.139764000084 37.807791999667, -122.139981999644 37.80728999995, -122.139976999621 37.807050000146, -122.139865000367 37.806897999819, -122.139529999733 37.806813000355, -122.139434000371 37.806611000166, -122.13952100041 37.806496000128, -122.139562000418 37.806352000352, -122.139457999763 37.806205000188, -122.139128999875 37.806131000333, -122.138652999674 37.804861000026, -122.138401999603 37.804329999905, -122.140260000377 37.804562000276, -122.144268000205 37.807693000303, -122.145946000156 37.810723000079, -122.148808000311 37.813759999959, -122.152950000034 37.81503400017, -122.157392000231 37.817951999979, -122.166873000301 37.813424000217, -122.172774999989 37.815825999918, -122.176976999987 37.81622700001, -122.177873000312 37.816323000299, -122.18147699991 37.819526000065, -122.185976999833 37.820725999984, -122.18667700034 37.823525999852, -122.185877000273 37.825525999698, -122.18672500002 37.826877000178, -122.187077000373 37.829525999976, -122.18564700012 37.831725999728, -122.184179000232 37.833921999804, -122.184442999823 37.834923000068, -122.185277000224 37.837026000125, -122.188876999623 37.837626000004, -122.188269999901 37.837904999995)))",06013352202,06,013,352202,3522.02,Census Tract 3522.02,G5020,CT,S,13798841,0,+37.8296625,-122.1595004,+37.8296446,-122.1594834,20790146183196
59242,"MULTIPOLYGON (((-122.101866999569 38.005248000077, -122.09275100027 38.00603499966, -122.087969000315 38.004683999937, -122.085489999575 38.004475999649, -122.082450999867 38.005266999686, -122.07817500025 38.008053999743, -122.077320999757 38.008449000224, -122.077051000319 38.008567999801, -122.074950999696 38.009470000349, -122.074137000285 38.010105999895, -122.068085999735 38.017624999741, -122.06465700004 38.020403000254, -122.054641000217 38.004520000317, -122.05372300015 38.002333000231, -122.053210999964 38.001134999684, -122.053378000369 38.001090999816, -122.057078000226 38.000077000047, -122.064185999861 37.996609999762, -122.070089000273 37.994584999856, -122.073994999994 37.993251999712, -122.075723000173 37.992670000352, -122.076478999858 37.992177000152, -122.078867000361 37.991856000142, -122.086707000291 37.991204000122, -122.094270000211 37.990768000181, -122.095820000115 37.99072900016, -122.097565000012 37.990944000196, -122.100757999706 37.992015000157, -122.100263999962 37.996962999932, -122.100342999604 37.997606999696, -122.101698000413 37.999500000141, -122.101828000109 38.003849000352, -122.101866999569 38.005248000077)))",06013320004,06,013,320004,3200.04,Census Tract 3200.04,G5020,CT,S,7108002,39729,+38.0020703,-122.0773675,+38.0026469,-122.0763759,207903717106634
22444,"MULTIPOLYGON (((-122.483361000281 38.302686999852, -122.483256999626 38.302922999976, -122.477970000055 38.305238999832, -122.477727000381 38.305791999949, -122.476791999697 38.306980999755, -122.47468699995 38.308343999949, -122.472945000426 38.310810999969, -122.468950999943 38.314459999942, -122.465750999678 38.316438999684, -122.463666999847 38.31873000022, -122.463353999853 38.320223999891, -122.4641980003 38.321059000153, -122.464331000369 38.323487000261, -122.463445999914 38.32536599984, -122.461660999834 38.32696599988, -122.458278999994 38.328537000059, -122.455084999577 38.330427999805, -122.454025000119 38.331778999895, -122.453097999831 38.334164000068, -122.4519129998 38.335383000142, -122.451682999646 38.337279000161, -122.453189999892 38.339019999925, -122.456063999744 38.34138799994, -122.456616000113 38.344584999858, -122.457935000038 38.346628000344, -122.456386999784 38.350330999802, -122.456416000096 38.353434999945, -122.455592999566 38.355028999659, -122.45229899959 38.359094000073, -122.449690000052 38.361012000035, -122.447196000142 38.359035000042, -122.444113999878 38.358706999874, -122.442282999767 38.359035000042, -122.439506 38.358111999965, -122.437429999667 38.356662000041, -122.436683000203 38.35513700033, -122.432928999919 38.353427999755, -122.429327999796 38.351001000014, -122.429114000434 38.34945299976, -122.427329000354 38.349140000054, -122.427207000155 38.346042999895, -122.424990000255 38.345113000185, -122.424390000205 38.344413000239, -122.421513999806 38.339513000031, -122.420126000284 38.338345000339, -122.418752999932 38.339589000155, -122.417256999557 38.339322000258, -122.417562000054 38.338009999895, -122.414403999622 38.336269999679, -122.411992999553 38.334012000339, -122.413503999997 38.332089000168, -122.413731999602 38.330693000185, -122.412099999683 38.327869999882, -122.409718999751 38.325963000283, -122.409460000183 38.321132999758, -122.408574999728 38.320111000305, -122.406865999816 38.321805000217, -122.405401000301 38.322118000332, -122.40373800042 38.319722000244, -122.40195300034 38.314191000165, -122.39893100035 38.311795999805, -122.396336000158 38.309179000278, -122.394916999776 38.304478999949, -122.397603000204 38.303532999666, -122.400334999766 38.303242999933, -122.401739000079 38.302450000042, -122.402770000124 38.300549000118, -122.405799999611 38.304464999976, -122.409577000359 38.30569699989, -122.411504999656 38.30573500007, -122.412617999717 38.304735000176, -122.412851000244 38.303255000212, -122.415920999914 38.301135999829, -122.416934000415 38.298155000135, -122.418352000074 38.296024999898, -122.420888999642 38.295270000093, -122.424125999716 38.296043000345, -122.42399799967 38.295058999927, -122.42548200035 38.291169999662, -122.43293999979 38.292784999747, -122.434854999566 38.289669000056, -122.435818999664 38.289767999849, -122.442106000215 38.29040699968, -122.445527000413 38.290730999689, -122.449912999635 38.29114500026, -122.458986999999 38.292027000068, -122.468052999967 38.29292100031, -122.475845000217 38.29367099975, -122.47689299998 38.293883999909, -122.476368000273 38.295800999998, -122.477510999573 38.297587999719, -122.480099000092 38.296966000188, -122.481886999647 38.298378000139, -122.483763999789 38.299351000113, -122.483361000281 38.302686999852)))",06097150202,06,097,150202,1502.02,Census Tract 1502.02,G5020,CT,S,32186981,0,+38.3188360,-122.4393236,+38.3188404,-122.4393528,20790691225519
11017,"MULTIPOLYGON (((-122.431011999594 37.619987999909, -122.430094000426 37.620702000149, -122.428574999586 37.62439399995, -122.424714999895 37.618368000029, -122.424484999742 37.617695000045, -122.4265619999 37.618257999987, -122.431409000153 37.617738000109, -122.431011999594 37.619987999909)))",06081603801,06,081,603801,6038.01,Census Tract 6038.01,G5020,CT,S,227422,0,+37.6200947,-122.4282445,+37.6200410,-122.4282283,207903717341937
24060,"MULTIPOLYGON (((-122.517261999766 37.938037999804, -122.515881999741 37.940400999802, -122.515232000361 37.94295299972, -122.514389999564 37.945533000088, -122.511610000322 37.950038999754, -122.509538000187 37.95187499987, -122.5092660002 37.951800000116, -122.506184999761 37.951724000099, -122.504584999629 37.949323999769, -122.501739000265 37.947824999924, -122.496194999878 37.946238999898, -122.491777999796 37.946014000147, -122.487983000403 37.944380999974, -122.484882999697 37.944523000228, -122.479645621267 37.942927000246, -122.479511999563 37.942526000054, -122.486521000363 37.939787999857, -122.489847999951 37.936601999972, -122.497034000303 37.938936000244, -122.498642999757 37.941475000031, -122.501993723852 37.942160601045, -122.505060000005 37.942787999959, -122.505060000005 37.942318248624, -122.505060000005 37.941897023327, -122.505060000005 37.936414000238, -122.503064000038 37.928752999732, -122.493573999747 37.921880999943, -122.486374999875 37.921880999943, -122.485035224612 37.920855669502, -122.485564999763 37.9207030002, -122.485881999955 37.920123000225, -122.487915999557 37.919845000307, -122.487185999811 37.918749000302, -122.48908399987 37.917925000334, -122.489184000327 37.915325000237, -122.495712999829 37.915626000247, -122.495936000311 37.911727000044, -122.498848999622 37.911727000044, -122.504885000103 37.911925000027, -122.502985000395 37.909324999775, -122.503385000428 37.909324999775, -122.510785000142 37.909425000284, -122.510585000125 37.907824999924, -122.514024999691 37.908560000206, -122.513986000231 37.908649999692, -122.512716999637 37.911655999813, -122.511073000022 37.917017000273, -122.511129999923 37.918937999779, -122.511698000186 37.920768000095, -122.514501999717 37.92600600033, -122.51518999963 37.92799099967, -122.516617000409 37.935546000341, -122.517254000268 37.935272000152, -122.517261999766 37.938037999804), (-122.493955000412 37.940127, -122.491264999785 37.940636999914, -122.490108000242 37.938358000299, -122.488180000046 37.938711999751, -122.487991999725 37.940619999832, -122.48994400021 37.941794000117, -122.493955000412 37.942095000176, -122.493955000412 37.940127)))",06041121200,06,041,121200,1212,Census Tract 1212,G5020,CT,S,6606757,3765924,+37.9302113,-122.5036650,+37.9402451,-122.4958083,20790357370743
6165,"MULTIPOLYGON (((-122.211132999739 37.77517100024, -122.206810000267 37.779733999653, -122.206385000119 37.780182000265, -122.204139999731 37.782517000084, -122.200715000234 37.784272999801, -122.200124000405 37.7845709997, -122.195924000058 37.780923999877, -122.199496999693 37.778385999757, -122.201116000092 37.777236999668, -122.199324000339 37.775641000059, -122.19591999986 37.772639000105, -122.200804999747 37.772661000236, -122.202978000165 37.772674999994, -122.205108999852 37.772674000214, -122.207611000158 37.772733999755, -122.208708000325 37.773252999645, -122.211733999614 37.774681000254, -122.211132999739 37.77517100024)))",06001407600,06,001,407600,4076,Census Tract 4076,G5020,CT,S,1022712,0,+37.7775382,-122.2031810,+37.7775293,-122.2031992,20790141324060
64795,"MULTIPOLYGON (((-122.420881000144 37.60813700035, -122.420702000044 37.608766999774, -122.418735000389 37.610087000035, -122.418357999922 37.609448000353, -122.416911999776 37.609892999647, -122.415768999578 37.610580000299, -122.413163000413 37.612096999976, -122.413082000222 37.6121450002, -122.410759000017 37.613355999897, -122.410186999556 37.613582000268, -122.4094810001 37.613942999843, -122.406040999636 37.612225000031, -122.408590999622 37.609781000191, -122.409286999931 37.607979000083, -122.408388999956 37.607907000327, -122.407429000056 37.607835999659, -122.403925000018 37.609675000346, -122.401847000034 37.607433999773, -122.39975999983 37.60736999992, -122.398161000421 37.605775000127, -122.39754100028 37.605298999826, -122.399056000024 37.605402999697, -122.406624999792 37.601034000234, -122.408660999942 37.599858999787, -122.410508999772 37.600182000126, -122.415114000175 37.599205, -122.416223000038 37.60089399987, -122.414977999732 37.602559999778, -122.416932999692 37.605741000054, -122.42014899985 37.60809299985, -122.422877999937 37.60713999966, -122.420881000144 37.60813700035)))",06081604500,06,081,604500,6045,Census Tract 6045,G5020,CT,S,1616507,0,+37.6062124,-122.4100720,+37.6061934,-122.4100365,20790351439375
72114,"MULTIPOLYGON (((-122.411019000308 37.801169999794, -122.407769999639 37.801570999986, -122.406198999819 37.80172000034, -122.406023999917 37.800834999655, -122.4056449998 37.79896899982, -122.402421000145 37.799382000015, -122.402041000203 37.797505000116, -122.405512999556 37.797065000027, -122.406668000348 37.797864999918, -122.407082999551 37.798152000196, -122.407869000272 37.798696999812, -122.40901400012 37.799490000306, -122.411375999785 37.801125000065, -122.411019000308 37.801169999794)))",06075010600,06,075,010600,106,Census Tract 106,G5020,CT,S,187223,0,+37.7993736,-122.4063874,+37.7993784,-122.4063879,20790355746798
73502,"MULTIPOLYGON (((-122.406853000296 37.738050000203, -122.399704999579 37.739920000101, -122.395945000346 37.737783999896, -122.396515000258 37.737155999952, -122.398487999761 37.733807999967, -122.400021999771 37.732310999919, -122.399423000445 37.73170300001, -122.39986699996 37.730291999851, -122.402104999777 37.727789999855, -122.404657000312 37.732949000079, -122.405059999819 37.733651999816, -122.406295000079 37.735307000156, -122.406551000172 37.735720999682, -122.406853000296 37.738050000203)))",06075023001,06,075,023001,230.01,Census Tract 230.01,G5020,CT,S,666063,0,+37.7351085,-122.4016820,+37.7351918,-122.4017602,20790355757360
72002,"MULTIPOLYGON (((-121.810123999591 37.998265000293, -121.805984000417 37.998254999805, -121.805998999587 38.001646999682, -121.800651999742 38.000586999895, -121.786334000363 37.998151999728, -121.784728000383 37.994870999828, -121.783900999655 37.992935999703, -121.784591999941 37.99016199981, -121.774886999565 37.983453000182, -121.773231000254 37.983212999817, -121.773226000232 37.982899999753, -121.774790000379 37.982979999831, -121.778559999658 37.985063999911, -121.781920999581 37.985818999821, -121.78311900003 37.986817999994, -121.784131999633 37.986690000293, -121.785388999634 37.984801000256, -121.787351000165 37.984156999932, -121.790247999582 37.983893000109, -121.794549000212 37.984348999657, -121.798168999703 37.984151999788, -121.802733999923 37.983882000037, -121.805663999851 37.982489999667, -121.806025000424 37.986245999862, -121.806760000193 37.98740100017, -121.807444999733 37.988495999727, -121.807747999682 37.991767000223, -121.809547999831 37.991553999765, -121.810074000261 37.993681000323, -121.810024000032 37.9953350001, -121.810048000321 37.997536000309, -121.810123999591 37.998265000293)))",06013308001,06,013,308001,3080.01,Census Tract 3080.01,G5020,CT,S,3728767,0,+37.9918220,-121.7962763,+37.9918140,-121.7962474,20790146182698
62643,"MULTIPOLYGON (((-122.424257999961 37.739934999884, -122.42336099981 37.742289999945, -122.422708999882 37.743940000269, -122.42217400013 37.745613999983, -122.421703999777 37.746412000286, -122.42139300033 37.74812400019, -122.42028199992 37.748161000049, -122.418205999586 37.748202999731, -122.419121000178 37.746775000004, -122.417818999972 37.745964999796, -122.417639999872 37.74588200014, -122.416103000387 37.745252999844, -122.418752000107 37.741179999736, -122.417769999568 37.74056399991, -122.418583999878 37.739297000251, -122.42174200031 37.74058099999, -122.422841000127 37.741027000112, -122.424269999657 37.739866000145, -122.424257999961 37.739934999884)))",06075025300,06,075,025300,253,Census Tract 253,G5020,CT,S,383005,0,+37.7437331,-122.4201260,+37.7437016,-122.4201487,20790355757568
3074,"MULTIPOLYGON (((-122.308553999626 38.321308999943, -122.300122000043 38.322759000048, -122.299717999812 38.322085999919, -122.297808999883 38.315636999675, -122.296756000097 38.311992999999, -122.295718000379 38.308391000252, -122.293478000014 38.300771000167, -122.294740000038 38.299690999887, -122.297043000152 38.299542000178, -122.299712999789 38.301108000001, -122.303180000017 38.301268000282, -122.304782999624 38.306787000144, -122.306280999649 38.31170900005, -122.306932999578 38.314010000183, -122.30760999962 38.319535000124, -122.308553999626 38.321308999943)))",06055200501,06,055,200501,2005.01,Census Tract 2005.01,G5020,CT,S,1971640,0,+38.3110880,-122.3010721,+38.3110973,-122.3010918,20790699427735
51010,"MULTIPOLYGON (((-121.941942000154 38.015470000058, -121.941917000039 38.0184969997, -121.941887999727 38.019094999659, -121.938139000365 38.019115999878, -121.934693999878 38.016245000125, -121.932753999987 38.01728399998, -121.932041999784 38.017880999935, -121.93016700019 38.018228999671, -121.925874999781 38.017493000022, -121.924885999569 38.016231999919, -121.914663000058 38.013682999788, -121.914488000156 38.012956000331, -121.914170000138 38.011530999808, -121.911615000129 38.009290999866, -121.907569999593 38.008209999657, -121.907674000248 38.005250999866, -121.907849999975 37.999443999892, -121.909932000156 38.000884999696, -121.910926000391 37.999463999834, -121.912081000285 37.998704000328, -121.912575999854 37.999649999812, -121.917602000207 38.001259999712, -121.920820000015 38.002291000079, -121.921892000067 38.003130999975, -121.922747000385 38.005113999676, -121.921775999716 38.006697000248, -121.920907999878 38.007159999879, -121.920599999907 38.008925000204, -121.920811999619 38.009452999922, -121.9217549998 38.009366000343, -121.922564000087 38.010627999754, -121.925092000332 38.01094500006, -121.925555000114 38.011723000076, -121.926896999606 38.012193000313, -121.92899300003 38.011130999935, -121.930887999715 38.005055999839, -121.930544999584 38.003367999727, -121.932819000284 38.003516999791, -121.935970000145 38.003960999741, -121.93297499992 38.01051800012, -121.933796999727 38.012005000155, -121.938074999892 38.012104000303, -121.94178599962 38.012067999814, -121.941942000154 38.015361999961, -121.941942000154 38.015470000058)))",06013313203,06,013,313203,3132.03,Census Tract 3132.03,G5020,CT,S,3100715,0,+38.0097900,-121.9236072,+38.0037978,-121.9161635,207903717106423
64763,"MULTIPOLYGON (((-122.199496999693 37.778385999757, -122.195924000058 37.780923999877, -122.19362900034 37.782553000133, -122.193537000278 37.782575000155, -122.192014999964 37.781062000104, -122.188298000388 37.777873000076, -122.187944000386 37.777822999677, -122.18593300035 37.775838000334, -122.185068999811 37.775652999774, -122.190345000409 37.771576000302, -122.19591999986 37.772639000105, -122.199324000339 37.775641000059, -122.201116000092 37.777236999668, -122.199496999693 37.778385999757)))",06001407700,06,001,407700,4077,Census Tract 4077,G5020,CT,S,917996,0,+37.7765392,-122.1932203,+37.7765247,-122.1932008,20790141324067
61079,"MULTIPOLYGON (((-122.100633000033 37.68571700027, -122.097689999686 37.686750000056, -122.09628799992 37.688039999906, -122.092932999845 37.685583000222, -122.092158999718 37.685026999665, -122.090245999591 37.683646999817, -122.085340999612 37.680022000167, -122.087642000077 37.678067999823, -122.089136999729 37.676419999659, -122.090360000292 37.675663999925, -122.093230999771 37.674809000103, -122.093896000118 37.674537999701, -122.093979999783 37.674467000117, -122.095010999828 37.675179000071, -122.097730999694 37.677047000056, -122.099063999862 37.677956999656, -122.094768000154 37.679545000133, -122.096645000296 37.681094000202, -122.098822000013 37.682829000078, -122.099046000319 37.683001999684, -122.099201999955 37.684571999835, -122.100633000033 37.68571700027)))",06001435500,06,001,435500,4355,Census Tract 4355,G5020,CT,S,1012333,0,+37.6809112,-122.0932994,+37.6809369,-122.0933300,20790141323940
