Name,Label,Concept,Required,Attributes,Limit,Predicate Type,Group
DP02PR_0078E,Number!!Estimate!!RESIDENCE 1 YEAR AGO!!Population 1 year and over,Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0078EA,
                DP02PR_0078M,
                DP02PR_0078MA",0,int,DP02PR
DP02PR_0079E,Number!!Estimate!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Same house,Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0079EA,
                DP02PR_0079M,
                DP02PR_0079MA",0,int,DP02PR
DP02PR_0080E,Number!!Estimate!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in Puerto Rico or the U.S.,Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0080EA,
                DP02PR_0080M,
                DP02PR_0080MA",0,int,DP02PR
DP02PR_0081E,Number!!Estimate!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in Puerto Rico or the U.S.!!In Puerto Rico,Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0081EA,
                DP02PR_0081M,
                DP02PR_0081MA",0,int,DP02PR
DP02PR_0082E,Number!!Estimate!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in Puerto Rico or the U.S.!!In Puerto Rico!!Same municipio,Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0082EA,
                DP02PR_0082M,
                DP02PR_0082MA",0,int,DP02PR
DP02PR_0083E,Number!!Estimate!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in Puerto Rico or the U.S.!!In Puerto Rico!!Different municipio,Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0083EA,
                DP02PR_0083M,
                DP02PR_0083MA",0,int,DP02PR
DP02PR_0084E,Number!!Estimate!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Different house in Puerto Rico or the U.S.!!In the United States,Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0084EA,
                DP02PR_0084M,
                DP02PR_0084MA",0,int,DP02PR
DP02PR_0085E,Number!!Estimate!!RESIDENCE 1 YEAR AGO!!Population 1 year and over!!Elsewhere,Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0085EA,
                DP02PR_0085M,
                DP02PR_0085MA",0,int,DP02PR
DP02PR_0086E,Number!!Estimate!!PLACE OF BIRTH!!Total population,Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0086EA,
                DP02PR_0086M,
                DP02PR_0086MA",0,int,DP02PR
DP02PR_0087E,Number!!Estimate!!PLACE OF BIRTH!!Total population!!Native,Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0087EA,
                DP02PR_0087M,
                DP02PR_0087MA",0,int,DP02PR
DP02PR_0088E,Number!!Estimate!!PLACE OF BIRTH!!Total population!!Native!!Born in Puerto Rico or the United States,Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0088EA,
                DP02PR_0088M,
                DP02PR_0088MA",0,int,DP02PR
DP02PR_0089E,Number!!Estimate!!PLACE OF BIRTH!!Total population!!Native!!Born in Puerto Rico or the United States!!In Puerto Rico,Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0089EA,
                DP02PR_0089M,
                DP02PR_0089MA",0,int,DP02PR
DP02PR_0090E,Number!!Estimate!!PLACE OF BIRTH!!Total population!!Native!!Born in Puerto Rico or the United States!!In the United States,Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0090EA,
                DP02PR_0090M,
                DP02PR_0090MA",0,int,DP02PR
DP02PR_0091E,"Number!!Estimate!!PLACE OF BIRTH!!Total population!!Native!!Born in U.S. Island Areas, or born abroad of American parents",Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0091EA,
                DP02PR_0091M,
                DP02PR_0091MA",0,int,DP02PR
DP02PR_0092E,Number!!Estimate!!PLACE OF BIRTH!!Total population!!Foreign born,Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0092EA,
                DP02PR_0092M,
                DP02PR_0092MA",0,int,DP02PR
DP02PR_0093E,Number!!Estimate!!U.S. CITIZENSHIP STATUS!!Foreign-born population,Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0093EA,
                DP02PR_0093M,
                DP02PR_0093MA",0,int,DP02PR
DP02PR_0094E,Number!!Estimate!!U.S. CITIZENSHIP STATUS!!Foreign-born population!!Naturalized U.S. citizen,Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0094EA,
                DP02PR_0094M,
                DP02PR_0094MA",0,int,DP02PR
DP02PR_0095E,Number!!Estimate!!U.S. CITIZENSHIP STATUS!!Foreign-born population!!Not a U.S. citizen,Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0095EA,
                DP02PR_0095M,
                DP02PR_0095MA",0,int,DP02PR
DP02PR_0096E,Number!!Estimate!!YEAR OF ENTRY!!Population born outside Puerto Rico,Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0096EA,
                DP02PR_0096M,
                DP02PR_0096MA",0,int,DP02PR
DP02PR_0097E,Number!!Estimate!!YEAR OF ENTRY!!Population born outside Puerto Rico!!Native,Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0097EA,
                DP02PR_0097M,
                DP02PR_0097MA",0,int,DP02PR
DP02PR_0098E,Number!!Estimate!!YEAR OF ENTRY!!Population born outside Puerto Rico!!Native!!Entered 2000 or later,Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0098EA,
                DP02PR_0098M,
                DP02PR_0098MA",0,int,DP02PR
DP02PR_0099E,Number!!Estimate!!YEAR OF ENTRY!!Population born outside Puerto Rico!!Native!!Entered before 2000,Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0099EA,
                DP02PR_0099M,
                DP02PR_0099MA",0,int,DP02PR
DP02PR_0100E,Number!!Estimate!!YEAR OF ENTRY!!Population born outside Puerto Rico!!Foreign born,Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0100EA,
                DP02PR_0100M,
                DP02PR_0100MA",0,int,DP02PR
DP02PR_0101E,Number!!Estimate!!YEAR OF ENTRY!!Population born outside Puerto Rico!!Foreign born!!Entered 2000 or later,Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0101EA,
                DP02PR_0101M,
                DP02PR_0101MA",0,int,DP02PR
DP02PR_0102E,Number!!Estimate!!YEAR OF ENTRY!!Population born outside Puerto Rico!!Foreign born!!Entered before 2000,Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0102EA,
                DP02PR_0102M,
                DP02PR_0102MA",0,int,DP02PR
DP02PR_0103E,"Number!!Estimate!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea",Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0103EA,
                DP02PR_0103M,
                DP02PR_0103MA",0,int,DP02PR
DP02PR_0104E,"Number!!Estimate!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Europe",Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0104EA,
                DP02PR_0104M,
                DP02PR_0104MA",0,int,DP02PR
DP02PR_0105E,"Number!!Estimate!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Asia",Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0105EA,
                DP02PR_0105M,
                DP02PR_0105MA",0,int,DP02PR
DP02PR_0106E,"Number!!Estimate!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Africa",Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0106EA,
                DP02PR_0106M,
                DP02PR_0106MA",0,int,DP02PR
DP02PR_0107E,"Number!!Estimate!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Oceania",Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0107EA,
                DP02PR_0107M,
                DP02PR_0107MA",0,int,DP02PR
DP02PR_0108E,"Number!!Estimate!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Latin America",Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0108EA,
                DP02PR_0108M,
                DP02PR_0108MA",0,int,DP02PR
DP02PR_0109E,"Number!!Estimate!!WORLD REGION OF BIRTH OF FOREIGN BORN!!Foreign-born population, excluding population born at sea!!Northern America",Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0109EA,
                DP02PR_0109M,
                DP02PR_0109MA",0,int,DP02PR
DP02PR_0110E,Number!!Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over,Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0110EA,
                DP02PR_0110M,
                DP02PR_0110MA",0,int,DP02PR
DP02PR_0111E,Number!!Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!English only,Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0111EA,
                DP02PR_0111M,
                DP02PR_0111MA",0,int,DP02PR
DP02PR_0112E,Number!!Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Language other than English,Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0112EA,
                DP02PR_0112M,
                DP02PR_0112MA",0,int,DP02PR
DP02PR_0113E,"Number!!Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Language other than English!!Speak English less than ""very well""",Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0113EA,
                DP02PR_0113M,
                DP02PR_0113MA",0,int,DP02PR
DP02PR_0114E,Number!!Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Spanish,Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0114EA,
                DP02PR_0114M,
                DP02PR_0114MA",0,int,DP02PR
DP02PR_0115E,"Number!!Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Spanish!!Speak English less than ""very well""",Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0115EA,
                DP02PR_0115M,
                DP02PR_0115MA",0,int,DP02PR
DP02PR_0116E,Number!!Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other Indo-European languages,Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0116EA,
                DP02PR_0116M,
                DP02PR_0116MA",0,int,DP02PR
DP02PR_0117E,"Number!!Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other Indo-European languages!!Speak English less than ""very well""",Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0117EA,
                DP02PR_0117M,
                DP02PR_0117MA",0,int,DP02PR
DP02PR_0118E,Number!!Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Asian and Pacific Islander languages,Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0118EA,
                DP02PR_0118M,
                DP02PR_0118MA",0,int,DP02PR
DP02PR_0119E,"Number!!Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Asian and Pacific Islander languages!!Speak English less than ""very well""",Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0119EA,
                DP02PR_0119M,
                DP02PR_0119MA",0,int,DP02PR
DP02PR_0120E,Number!!Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other languages,Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0120EA,
                DP02PR_0120M,
                DP02PR_0120MA",0,int,DP02PR
DP02PR_0121E,"Number!!Estimate!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!Other languages!!Speak English less than ""very well""",Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0121EA,
                DP02PR_0121M,
                DP02PR_0121MA",0,int,DP02PR
DP02PR_0122E,Number!!Estimate!!ANCESTRY!!Total population,Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0122EA,
                DP02PR_0122M,
                DP02PR_0122MA",0,int,DP02PR
DP02PR_0123E,Number!!Estimate!!ANCESTRY!!Total population!!American,Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0123EA,
                DP02PR_0123M,
                DP02PR_0123MA",0,int,DP02PR
DP02PR_0124E,Number!!Estimate!!ANCESTRY!!Total population!!Arab,Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0124EA,
                DP02PR_0124M,
                DP02PR_0124MA",0,int,DP02PR
DP02PR_0125E,Number!!Estimate!!ANCESTRY!!Total population!!Czech,Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0125EA,
                DP02PR_0125M,
                DP02PR_0125MA",0,int,DP02PR
DP02PR_0126E,Number!!Estimate!!ANCESTRY!!Total population!!Danish,Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0126EA,
                DP02PR_0126M,
                DP02PR_0126MA",0,int,DP02PR
DP02PR_0127E,Number!!Estimate!!ANCESTRY!!Total population!!Dutch,Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0127EA,
                DP02PR_0127M,
                DP02PR_0127MA",0,int,DP02PR
DP02PR_0128E,Number!!Estimate!!ANCESTRY!!Total population!!English,Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0128EA,
                DP02PR_0128M,
                DP02PR_0128MA",0,int,DP02PR
DP02PR_0129E,Number!!Estimate!!ANCESTRY!!Total population!!French (except Basque),Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0129EA,
                DP02PR_0129M,
                DP02PR_0129MA",0,int,DP02PR
DP02PR_0130E,Number!!Estimate!!ANCESTRY!!Total population!!French Canadian,Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0130EA,
                DP02PR_0130M,
                DP02PR_0130MA",0,int,DP02PR
DP02PR_0131E,Number!!Estimate!!ANCESTRY!!Total population!!German,Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0131EA,
                DP02PR_0131M,
                DP02PR_0131MA",0,int,DP02PR
DP02PR_0132E,Number!!Estimate!!ANCESTRY!!Total population!!Greek,Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0132EA,
                DP02PR_0132M,
                DP02PR_0132MA",0,int,DP02PR
DP02PR_0133E,Number!!Estimate!!ANCESTRY!!Total population!!Hungarian,Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0133EA,
                DP02PR_0133M,
                DP02PR_0133MA",0,int,DP02PR
DP02PR_0134E,Number!!Estimate!!ANCESTRY!!Total population!!Irish,Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0134EA,
                DP02PR_0134M,
                DP02PR_0134MA",0,int,DP02PR
DP02PR_0135E,Number!!Estimate!!ANCESTRY!!Total population!!Italian,Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0135EA,
                DP02PR_0135M,
                DP02PR_0135MA",0,int,DP02PR
DP02PR_0136E,Number!!Estimate!!ANCESTRY!!Total population!!Lithuanian,Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0136EA,
                DP02PR_0136M,
                DP02PR_0136MA",0,int,DP02PR
DP02PR_0137E,Number!!Estimate!!ANCESTRY!!Total population!!Norwegian,Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0137EA,
                DP02PR_0137M,
                DP02PR_0137MA",0,int,DP02PR
DP02PR_0138E,Number!!Estimate!!ANCESTRY!!Total population!!Polish,Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0138EA,
                DP02PR_0138M,
                DP02PR_0138MA",0,int,DP02PR
DP02PR_0139E,Number!!Estimate!!ANCESTRY!!Total population!!Portuguese,Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0139EA,
                DP02PR_0139M,
                DP02PR_0139MA",0,int,DP02PR
DP02PR_0140E,Number!!Estimate!!ANCESTRY!!Total population!!Russian,Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0140EA,
                DP02PR_0140M,
                DP02PR_0140MA",0,int,DP02PR
DP02PR_0141E,Number!!Estimate!!ANCESTRY!!Total population!!Scotch-Irish,Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0141EA,
                DP02PR_0141M,
                DP02PR_0141MA",0,int,DP02PR
DP02PR_0142E,Number!!Estimate!!ANCESTRY!!Total population!!Scottish,Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0142EA,
                DP02PR_0142M,
                DP02PR_0142MA",0,int,DP02PR
DP02PR_0143E,Number!!Estimate!!ANCESTRY!!Total population!!Slovak,Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0143EA,
                DP02PR_0143M,
                DP02PR_0143MA",0,int,DP02PR
DP02PR_0144E,Number!!Estimate!!ANCESTRY!!Total population!!Subsaharan African,Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0144EA,
                DP02PR_0144M,
                DP02PR_0144MA",0,int,DP02PR
DP02PR_0145E,Number!!Estimate!!ANCESTRY!!Total population!!Swedish,Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0145EA,
                DP02PR_0145M,
                DP02PR_0145MA",0,int,DP02PR
DP02PR_0146E,Number!!Estimate!!ANCESTRY!!Total population!!Swiss,Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0146EA,
                DP02PR_0146M,
                DP02PR_0146MA",0,int,DP02PR
DP02PR_0147E,Number!!Estimate!!ANCESTRY!!Total population!!Ukrainian,Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0147EA,
                DP02PR_0147M,
                DP02PR_0147MA",0,int,DP02PR
DP02PR_0148E,Number!!Estimate!!ANCESTRY!!Total population!!Welsh,Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0148EA,
                DP02PR_0148M,
                DP02PR_0148MA",0,int,DP02PR
DP02PR_0149E,Number!!Estimate!!ANCESTRY!!Total population!!West Indian (excluding Hispanic origin groups),Selected Social Characteristics in Puerto Rico: 2005-2009,not required,"DP02PR_0149EA,
                DP02PR_0149M,
                DP02PR_0149MA",0,int,DP02PR
DP03_0001E,Number!!Estimate!!EMPLOYMENT STATUS!!Population 16 years and over,Selected Economic Characteristics: 2005-2009,not required,"DP03_0001EA,
                DP03_0001M,
                DP03_0001MA",0,int,DP03
DP03_0002E,Number!!Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force,Selected Economic Characteristics: 2005-2009,not required,"DP03_0002EA,
                DP03_0002M,
                DP03_0002MA",0,int,DP03
DP03_0003E,Number!!Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force,Selected Economic Characteristics: 2005-2009,not required,"DP03_0003EA,
                DP03_0003M,
                DP03_0003MA",0,int,DP03
DP03_0004E,Number!!Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Employed,Selected Economic Characteristics: 2005-2009,not required,"DP03_0004EA,
                DP03_0004M,
                DP03_0004MA",0,int,DP03
DP03_0005E,Number!!Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Unemployed,Selected Economic Characteristics: 2005-2009,not required,"DP03_0005EA,
                DP03_0005M,
                DP03_0005MA",0,int,DP03
DP03_0006E,Number!!Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Armed Forces,Selected Economic Characteristics: 2005-2009,not required,"DP03_0006EA,
                DP03_0006M,
                DP03_0006MA",0,int,DP03
DP03_0007E,Number!!Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!Not in labor force,Selected Economic Characteristics: 2005-2009,not required,"DP03_0007EA,
                DP03_0007M,
                DP03_0007MA",0,int,DP03
DP03_0008E,Number!!Estimate!!EMPLOYMENT STATUS!!Civilian labor force,Selected Economic Characteristics: 2005-2009,not required,"DP03_0008EA,
                DP03_0008M,
                DP03_0008MA",0,int,DP03
DP03_0009E,Number!!Estimate!!EMPLOYMENT STATUS!!Civilian labor force!!Percent Unemployed,Selected Economic Characteristics: 2005-2009,not required,"DP03_0009EA,
                DP03_0009M,
                DP03_0009MA",0,float,DP03
DP03_0010E,Number!!Estimate!!EMPLOYMENT STATUS!!Females 16 years and over,Selected Economic Characteristics: 2005-2009,not required,"DP03_0010EA,
                DP03_0010M,
                DP03_0010MA",0,int,DP03
DP03_0011E,Number!!Estimate!!EMPLOYMENT STATUS!!Females 16 years and over!!In labor force,Selected Economic Characteristics: 2005-2009,not required,"DP03_0011EA,
                DP03_0011M,
                DP03_0011MA",0,int,DP03
DP03_0012E,Number!!Estimate!!EMPLOYMENT STATUS!!Females 16 years and over!!In labor force!!Civilian labor force,Selected Economic Characteristics: 2005-2009,not required,"DP03_0012EA,
                DP03_0012M,
                DP03_0012MA",0,int,DP03
DP03_0013E,Number!!Estimate!!EMPLOYMENT STATUS!!Females 16 years and over!!In labor force!!Civilian labor force!!Employed,Selected Economic Characteristics: 2005-2009,not required,"DP03_0013EA,
                DP03_0013M,
                DP03_0013MA",0,int,DP03
DP03_0014E,Number!!Estimate!!EMPLOYMENT STATUS!!Own children under 6 years,Selected Economic Characteristics: 2005-2009,not required,"DP03_0014EA,
                DP03_0014M,
                DP03_0014MA",0,int,DP03
DP03_0015E,Number!!Estimate!!EMPLOYMENT STATUS!!Own children under 6 years!!All parents in family in labor force,Selected Economic Characteristics: 2005-2009,not required,"DP03_0015EA,
                DP03_0015M,
                DP03_0015MA",0,int,DP03
DP03_0016E,Number!!Estimate!!EMPLOYMENT STATUS!!Own children 6 to 17 years,Selected Economic Characteristics: 2005-2009,not required,"DP03_0016EA,
                DP03_0016M,
                DP03_0016MA",0,int,DP03
DP03_0017E,Number!!Estimate!!EMPLOYMENT STATUS!!Own children 6 to 17 years!!All parents in family in labor force,Selected Economic Characteristics: 2005-2009,not required,"DP03_0017EA,
                DP03_0017M,
                DP03_0017MA",0,int,DP03
DP03_0018E,Number!!Estimate!!COMMUTING TO WORK!!Workers 16 years and over,Selected Economic Characteristics: 2005-2009,not required,"DP03_0018EA,
                DP03_0018M,
                DP03_0018MA",0,int,DP03
DP03_0019E,"Number!!Estimate!!COMMUTING TO WORK!!Workers 16 years and over!!Car, truck, or van -- drove alone",Selected Economic Characteristics: 2005-2009,not required,"DP03_0019EA,
                DP03_0019M,
                DP03_0019MA",0,int,DP03
DP03_0020E,"Number!!Estimate!!COMMUTING TO WORK!!Workers 16 years and over!!Car, truck, or van -- carpooled",Selected Economic Characteristics: 2005-2009,not required,"DP03_0020EA,
                DP03_0020M,
                DP03_0020MA",0,int,DP03
DP03_0021E,Number!!Estimate!!COMMUTING TO WORK!!Workers 16 years and over!!Public transportation (excluding taxicab),Selected Economic Characteristics: 2005-2009,not required,"DP03_0021EA,
                DP03_0021M,
                DP03_0021MA",0,int,DP03
DP03_0022E,Number!!Estimate!!COMMUTING TO WORK!!Workers 16 years and over!!Walked,Selected Economic Characteristics: 2005-2009,not required,"DP03_0022EA,
                DP03_0022M,
                DP03_0022MA",0,int,DP03
DP03_0023E,Number!!Estimate!!COMMUTING TO WORK!!Workers 16 years and over!!Other means,Selected Economic Characteristics: 2005-2009,not required,"DP03_0023EA,
                DP03_0023M,
                DP03_0023MA",0,int,DP03
DP03_0024E,Number!!Estimate!!COMMUTING TO WORK!!Workers 16 years and over!!Worked at home,Selected Economic Characteristics: 2005-2009,not required,"DP03_0024EA,
                DP03_0024M,
                DP03_0024MA",0,int,DP03
DP03_0025E,Number!!Estimate!!COMMUTING TO WORK!!Workers 16 years and over!!Mean travel time to work (minutes),Selected Economic Characteristics: 2005-2009,not required,"DP03_0025EA,
                DP03_0025M,
                DP03_0025MA",0,float,DP03
DP03_0026E,Number!!Estimate!!OCCUPATION!!Civilian employed population 16 years and over,Selected Economic Characteristics: 2005-2009,not required,"DP03_0026EA,
                DP03_0026M,
                DP03_0026MA",0,int,DP03
DP03_0027E,"Number!!Estimate!!OCCUPATION!!Civilian employed population 16 years and over!!Management, professional, and related occupations",Selected Economic Characteristics: 2005-2009,not required,"DP03_0027EA,
                DP03_0027M,
                DP03_0027MA",0,int,DP03
DP03_0028E,Number!!Estimate!!OCCUPATION!!Civilian employed population 16 years and over!!Service occupations,Selected Economic Characteristics: 2005-2009,not required,"DP03_0028EA,
                DP03_0028M,
                DP03_0028MA",0,int,DP03
DP03_0029E,Number!!Estimate!!OCCUPATION!!Civilian employed population 16 years and over!!Sales and office occupations,Selected Economic Characteristics: 2005-2009,not required,"DP03_0029EA,
                DP03_0029M,
                DP03_0029MA",0,int,DP03
DP03_0030E,"Number!!Estimate!!OCCUPATION!!Civilian employed population 16 years and over!!Farming, fishing, and forestry occupations",Selected Economic Characteristics: 2005-2009,not required,"DP03_0030EA,
                DP03_0030M,
                DP03_0030MA",0,int,DP03
DP03_0031E,"Number!!Estimate!!OCCUPATION!!Civilian employed population 16 years and over!!Construction, extraction, maintenance, and repair occupations",Selected Economic Characteristics: 2005-2009,not required,"DP03_0031EA,
                DP03_0031M,
                DP03_0031MA",0,int,DP03
DP03_0032E,"Number!!Estimate!!OCCUPATION!!Civilian employed population 16 years and over!!Production, transportation, and material moving occupations",Selected Economic Characteristics: 2005-2009,not required,"DP03_0032EA,
                DP03_0032M,
                DP03_0032MA",0,int,DP03
DP03_0033E,Number!!Estimate!!INDUSTRY!!Civilian employed population 16 years and over,Selected Economic Characteristics: 2005-2009,not required,"DP03_0033EA,
                DP03_0033M,
                DP03_0033MA",0,int,DP03
DP03_0034E,"Number!!Estimate!!INDUSTRY!!Civilian employed population 16 years and over!!Agriculture, forestry, fishing and hunting, and mining",Selected Economic Characteristics: 2005-2009,not required,"DP03_0034EA,
                DP03_0034M,
                DP03_0034MA",0,int,DP03
DP03_0035E,Number!!Estimate!!INDUSTRY!!Civilian employed population 16 years and over!!Construction,Selected Economic Characteristics: 2005-2009,not required,"DP03_0035EA,
                DP03_0035M,
                DP03_0035MA",0,int,DP03
DP03_0036E,Number!!Estimate!!INDUSTRY!!Civilian employed population 16 years and over!!Manufacturing,Selected Economic Characteristics: 2005-2009,not required,"DP03_0036EA,
                DP03_0036M,
                DP03_0036MA",0,int,DP03
DP03_0037E,Number!!Estimate!!INDUSTRY!!Civilian employed population 16 years and over!!Wholesale trade,Selected Economic Characteristics: 2005-2009,not required,"DP03_0037EA,
                DP03_0037M,
                DP03_0037MA",0,int,DP03
DP03_0038E,Number!!Estimate!!INDUSTRY!!Civilian employed population 16 years and over!!Retail trade,Selected Economic Characteristics: 2005-2009,not required,"DP03_0038EA,
                DP03_0038M,
                DP03_0038MA",0,int,DP03
DP03_0039E,"Number!!Estimate!!INDUSTRY!!Civilian employed population 16 years and over!!Transportation and warehousing, and utilities",Selected Economic Characteristics: 2005-2009,not required,"DP03_0039EA,
                DP03_0039M,
                DP03_0039MA",0,int,DP03
DP03_0040E,Number!!Estimate!!INDUSTRY!!Civilian employed population 16 years and over!!Information,Selected Economic Characteristics: 2005-2009,not required,"DP03_0040EA,
                DP03_0040M,
                DP03_0040MA",0,int,DP03
DP03_0041E,"Number!!Estimate!!INDUSTRY!!Civilian employed population 16 years and over!!Finance and insurance, and real estate and rental and leasing",Selected Economic Characteristics: 2005-2009,not required,"DP03_0041EA,
                DP03_0041M,
                DP03_0041MA",0,int,DP03
